"var","rel.inf.Biodiv","rel.inf.PhysHealth"
"`Industrial_Urban heat island`",0.41417287872052,0.327808618299765
"`Walkability_Climate mitigation`",0.412641111359579,0.211035151003637
"`Access to nature_Mental health`",0.401916035105004,0.876775788649071
"`Property value_Economic wellbeing`",0.397601085907715,0.246182139705779
"Flooding_Salmon",0.387335154619732,0.548804125146045
"Industrial_Noise",0.378033006602862,0.29748422212259
"Nutrients_Nutrients",0.374188256901908,0.28485489392707
"Residential_Bacteria",0.371494879983393,0.37422861176834
"`Toxics_Physical health`",0.363131246143891,1.08670030111907
"`Walkability_Air quality`",0.361899985322353,0.490257996220017
"`Flooding_Property value`",0.354013137012999,0.0888765936930991
"`Noise_Social cohesion`",0.350678150428321,0.144356022659498
"`Green infrastructure_Climate mitigation`",0.323261347769299,0.205335398989406
"`Access to nature_Physical health`",0.32201063663079,0.548187831294413
"`Climate mitigation_Salmon`",0.321801289762172,0.278657893935355
"`Gray infrastructure_Sediment`",0.306410965506827,0.157588599317673
"`Physical health_Mental health`",0.302625020989405,0.294488263694694
"`Walkability_Physical health`",0.298579981442606,0.11946466999642
"`Air quality_Physical health`",0.296430679387816,0.359555571718923
"`Green infrastructure_Local jobs`",0.293443529231314,0.361482459238003
"`Industrial_Local jobs`",0.28935433997,0.225943704959565
"`Transportation_Property value`",0.279676263812918,0.212581498589891
"`Mental health_Physical health`",0.273887407451735,0.499027235805125
"`Air quality_Social cohesion`",0.271765132145298,0.27383884270309
"Salmon_Biodiversity",0.269204434044818,0.138661975081373
"Noise_Biodiversity",0.266525786666612,0.38480640237957
"Walkability_Noise",0.263965327382927,0.334142153171572
"`Green infrastructure_Noise`",0.262733380154214,0.236597255384572
"`Physical health_Physical health`",0.261427987461301,0.238460557035189
"`Local jobs_Property value`",0.260654971915964,0.118063959623007
"`Bacteria_Physical health`",0.258479547729641,0.24954843794241
"`Biodiversity_Local foods`",0.255998935543042,0.24583115998989
"Walkability_Walkability",0.248238450297352,0.251730910858372
"`Access to nature_Access to nature`",0.245509614462536,0.156209568409559
"`Noise_Physical health`",0.239291237128915,0.165739509766158
"`Affordability_Economic wellbeing`",0.238240489687223,0.139573721848726
"`Local jobs_Social cohesion`",0.236840922695432,0.169311883000146
"`Access to nature_Local foods`",0.232254732189845,0.314487458669391
"`Toxics_Water quality`",0.225491476362529,0.29981512128364
"`Water quality_Salmon`",0.225214804334647,0.202776450335495
"`Local foods_Mental health`",0.205074308386036,0.177205748754431
"`Industrial_Air quality`",0.204459925444127,0.268389970032304
"`Social cohesion_Mental health`",0.20228735908864,0.223888786333158
"`Access to nature_Property value`",0.200766920461028,0.216072616862594
"`Noise_Property value`",0.199416289795165,0.266896740671486
"`Industrial_Property value`",0.194822034082212,0.346869731384854
"`Bacteria_Local foods`",0.188435405147911,0.355104252899658
"`Flooding_Air quality`",0.188118736748248,0.0988384126689918
"`Local foods_Local foods`",0.182213982095343,0.165450665122089
"`Gray infrastructure_Local jobs`",0.181027842562952,0.311937106980873
"`Bacteria_Water quality`",0.178990370217021,0.272535927802133
"Affordability_Affordability",0.171905927153872,0.166202140926603
"`Urban heat island_Urban heat island`",0.167532229092038,0.182981139319947
"`Water temperature_Water quality`",0.16619561420548,0.222847359013666
"Industrial_Industrial",0.162696520003291,0.120902654270975
"Transportation_Noise",0.161753496320702,0.112620103109237
"Flooding_Bacteria",0.161640838639869,0.274096360734986
"`Urban heat island_Water temperature`",0.160014985754444,0.119880821747117
"`Economic wellbeing_Mental health`",0.158942024689676,0.0837350648608275
"`Gray infrastructure_Toxics`",0.158248809787205,0.205533630943644
"Industrial_Sediment",0.157408448555703,0.137625931311331
"`Transportation_Water temperature`",0.15560830735521,0.120441297681189
"`Economic wellbeing_Affordability`",0.151390266091212,0.229361053225043
"`Walkability_Property value`",0.146587422124911,0.123041425054616
"`Local foods_Social cohesion`",0.143252830620005,0.47044039507486
"`Access to nature_Social cohesion`",0.132894555360057,0.0591188221766186
"Residential_Toxics",0.132684167413356,0.222034152263074
"`Industrial_Water temperature`",0.131369393262255,0.17618224089526
"`Gray infrastructure_Gray infrastructure`",0.129408451545852,0.207461977644107
"`Property value_Property value`",0.129215254365852,0.295641784510308
"`Green infrastructure_Toxics`",0.128699792999563,0.165276881083921
"`Access to nature_Walkability`",0.12729652715861,0.113811230613921
"`Property value_Affordability`",0.127230093805973,0.158971503136789
"`Walkability_Social cohesion`",0.126143890553121,0.171891991531475
"`Nutrients_Water quality`",0.1240125169537,0.142722596526369
"Walkability_Affordability",0.123607012345009,0.161726700812227
"Sediment_Sediment",0.118905793688435,0.081451077811463
"`Green infrastructure_Urban heat island`",0.112063164594354,0.149581727752245
"`Local foods_Physical health`",0.11046790731251,0.0675126259776349
"`Physical health_Economic wellbeing`",0.11003683460072,0.364088246493228
"`Water quality_Water quality`",0.108356454925725,0.113819265264706
"Residential_Nutrients",0.108177785996605,0.308233308993359
"`Green infrastructure_Access to nature`",0.105925599534609,0.137139157445679
"Residential_Residential",0.105745784118975,0.08278975957736
"`Mental health_Economic wellbeing`",0.103083132519645,0.262709490002467
"`Noise_Mental health`",0.100965362926958,0.100740581265275
"`Air quality_Air quality`",0.0980978835825695,0.262579428229079
"`Water quality_Social cohesion`",0.0868790150148566,0.123505111834329
"`Economic wellbeing_Physical health`",0.0822349269407268,0.420313902905515
"`Local jobs_Local jobs`",0.0677193313789433,0.120862674659538
"Biodiversity_Salmon",0.0495782024911939,0.0930410855038127
