"var","rel.inf.Biodiv","rel.inf.PhysHealth"
"`Access to nature_Social cohesion`",0.265374734093029,0.212769282283852
"`Noise_Physical health`",0.263875922814542,0.342562903999297
"`Green infrastructure_Noise`",0.261644570482918,0.184285988970451
"`Noise_Social cohesion`",0.259232424163083,0.263359096795299
"`Nutrients_Water quality`",0.255276407857451,0.294985502598744
"`Economic wellbeing_Physical health`",0.250497290839421,0.231068656284985
"`Green infrastructure_Air quality`",0.247557921029147,0.281572721200635
"`Gray infrastructure_Local jobs`",0.24304664205936,0.173695234720076
"Salmon_Salmon",0.233892393756031,0.250454398682922
"`Local jobs_Economic wellbeing`",0.231804673387303,0.191770253487009
"`Economic wellbeing_Economic wellbeing`",0.231468585623464,0.231771798568615
"Toxics_Biodiversity",0.228793773011291,0.25276244803405
"`Local foods_Local foods`",0.22789087623975,0.357454898329638
"`Transportation_Water temperature`",0.227351222322742,0.318359359550314
"Nutrients_Nutrients",0.227047057074235,0.136258131414002
"`Social cohesion_Social cohesion`",0.21559942910619,0.234168439719462
"`Green infrastructure_Sediment`",0.212715275261611,0.180459118156283
"Noise_Noise",0.212401725171364,0.130239728447465
"`Green infrastructure_Local jobs`",0.211012461418245,0.141456420720913
"`Local foods_Physical health`",0.210433421796087,0.152496704848475
"`Walkability_Social cohesion`",0.204242105247242,0.233057404508823
"`Access to nature_Affordability`",0.20389524843972,0.150644531768704
"`Sediment_Water quality`",0.20329167109977,0.17682350787082
"`Local foods_Affordability`",0.203228926844254,0.1718039496381
"`Local jobs_Property value`",0.197525144142719,0.350112049472139
"`Gray infrastructure_Gray infrastructure`",0.195894272274912,0.273634642286658
"`Water temperature_Water quality`",0.19464212130492,0.272389100087821
"`Gray infrastructure_Flooding`",0.191609441258235,0.161894003068729
"Residential_Bacteria",0.186107928683625,0.312458327208686
"`Water quality_Local foods`",0.185221733609801,0.149486807441351
"`Property value_Affordability`",0.184848897955479,0.132057472376911
"`Green infrastructure_Urban heat island`",0.184819386269584,0.123463333491084
"Industrial_Sediment",0.1836550432329,0.181393676820809
"`Gray infrastructure_Sediment`",0.183455796748736,0.174925223209962
"`Bacteria_Physical health`",0.177832372458765,0.22510529244372
"Industrial_Toxics",0.174189269726089,0.24741362034942
"`Noise_Mental health`",0.171279048971571,0.215707666590205
"Sediment_Sediment",0.166500035418339,0.0949194098106433
"`Industrial_Urban heat island`",0.163406172678244,0.216339036326467
"`Industrial_Property value`",0.161491725426943,0.178264256820831
"Residential_Residential",0.160277684759233,0.262660079593615
"`Gray infrastructure_Toxics`",0.158302937953651,0.175270473619361
"`Water temperature_Water temperature`",0.158077479280815,0.200912432876475
"`Urban heat island_Physical health`",0.156687693951465,0.166802445432525
"`Mental health_Physical health`",0.156119419631038,0.271860179673547
"`Access to nature_Property value`",0.153419214060852,0.283253209506807
"`Climate mitigation_Biodiversity`",0.152908369426882,0.194597844305756
"`Local jobs_Social cohesion`",0.152105496017525,0.152422857651016
"Industrial_Industrial",0.15135586656304,0.397237539151244
"`Flooding_Air quality`",0.151182685486075,0.183689290362026
"`Industrial_Air quality`",0.145662550364531,0.170757531290381
"`Air quality_Physical health`",0.145256564013489,0.211245775354507
"Residential_Nutrients",0.144410184272185,0.226413888960921
"`Industrial_Water temperature`",0.142682969058224,0.169870641672
"Salmon_Biodiversity",0.134092565265553,0.135607615734455
"Transportation_Noise",0.130591213025323,0.194364201054681
"`Bacteria_Water quality`",0.127332429555642,0.138474176813727
"`Access to nature_Physical health`",0.12699428686823,0.209556626289013
"`Bacteria_Local foods`",0.125855684311881,0.100448810780648
"`Transportation_Air quality`",0.125838781080936,0.249184140374458
"Noise_Biodiversity",0.118276419781753,0.108109039265793
"`Physical health_Mental health`",0.10311904247834,0.152491614510651
"`Urban heat island_Water temperature`",0.100660193357105,0.127166749682323
"`Mental health_Economic wellbeing`",0.0958978240385372,0.125647592589706
"`Water quality_Physical health`",0.0943832433913118,0.212824081244254
"`Industrial_Local jobs`",0.0882818101863132,0.101928433832731
"Biodiversity_Biodiversity",0.0855411755911542,0.157524384672435
