"var","rel.inf.Biodiv","rel.inf.PhysHealth"
"`Urban heat island_Biodiversity`",0.320657598906948,0.482665063246553
"Toxics_Salmon",0.309991408986655,0.38115218109004
"`Physical health_Economic wellbeing`",0.303058745219797,0.33408483720549
"`Mental health_Economic wellbeing`",0.290496564435283,0.358461320295127
"Biodiversity_Salmon",0.28997050569909,0.26021401615116
"`Industrial_Water temperature`",0.289314293224269,0.272442027192681
"Bacteria_Bacteria",0.287384214371383,0.457613363949912
"`Walkability_Physical health`",0.284652726848514,0.3411393361586
"`Toxics_Water quality`",0.278763063668325,0.275282323091325
"`Nutrients_Water quality`",0.27793124924429,0.526544587325556
"`Water quality_Salmon`",0.268977663228577,0.302522687822474
"`Transportation_Air quality`",0.267517526385055,0.123560340044711
"Transportation_Toxics",0.26417885579447,0.252104166180601
"`Access to nature_Affordability`",0.258898346072769,0.229401001207492
"`Economic wellbeing_Economic wellbeing`",0.255940102257107,0.182711042397077
"Residential_Residential",0.254004200087617,0.52066251763591
"`Air quality_Physical health`",0.25070708643617,0.392236988248557
"`Economic wellbeing_Physical health`",0.243834367966127,0.15167397366696
"`Industrial_Urban heat island`",0.243731494624093,0.250238372029625
"`Local jobs_Economic wellbeing`",0.241919521553719,0.166015502503432
"`Gray infrastructure_Toxics`",0.241516718980595,0.26267981406854
"`Bacteria_Physical health`",0.241470108807108,0.318603042637863
"`Local jobs_Property value`",0.241196275095362,0.277337117212389
"`Toxics_Physical health`",0.239461656647362,0.304000473321927
"`Urban heat island_Physical health`",0.239201917792698,0.209334556499096
"`Water quality_Social cohesion`",0.238899620630273,0.252762193138446
"`Industrial_Property value`",0.236966866146449,0.271799123979554
"`Property value_Economic wellbeing`",0.235947364185627,0.216415441521053
"Biodiversity_Biodiversity",0.234597603887807,0.300719076038699
"`Noise_Physical health`",0.22478754959969,0.234794674555923
"`Salmon_Local foods`",0.223557030058513,0.238998451209613
"`Access to nature_Social cohesion`",0.217934184589195,0.240845127679028
"`Social cohesion_Social cohesion`",0.213249378498256,0.185389465433705
"Residential_Toxics",0.207468221989173,0.203443658144736
"`Access to nature_Property value`",0.20574020602418,0.150808524795911
"Transportation_Noise",0.205406815282774,0.33883461902498
"`Green infrastructure_Air quality`",0.2042454736556,0.361340414384365
"`Transportation_Water temperature`",0.204037929033122,0.147067041534129
"`Urban heat island_Water temperature`",0.203650523019476,0.45998210274093
"`Flooding_Air quality`",0.203463910660084,0.199450173218795
"`Noise_Social cohesion`",0.193995567696413,0.399143345717858
"Walkability_Affordability",0.190956336725056,0.411617748531517
"`Salmon_Physical health`",0.183452903232713,0.19942053224016
"`Green infrastructure_Urban heat island`",0.17291785557143,0.28972703752386
"`Gray infrastructure_Gray infrastructure`",0.171284287441365,0.304257372875852
"`Local foods_Physical health`",0.168377728078686,0.277088340967351
"`Water quality_Physical health`",0.164580593919758,0.159504611543564
"Residential_Nutrients",0.162609056182852,0.323030719837272
"`Air quality_Social cohesion`",0.162153020329017,0.147576957144357
"`Economic wellbeing_Affordability`",0.159065418173234,0.165527859407504
"`Local jobs_Social cohesion`",0.158451138629802,0.242221718247259
"`Transportation_Property value`",0.158305428411443,0.128623616102486
"`Water temperature_Water quality`",0.15587288157526,0.428922482110848
"`Industrial_Air quality`",0.155189954229013,0.245074557425715
"Noise_Biodiversity",0.154190022083257,0.205521397212609
"`Local foods_Affordability`",0.152291607750981,0.261190339361172
"`Climate mitigation_Salmon`",0.150597668054566,0.430609487514589
"`Mental health_Physical health`",0.149584101325834,0.230196235636943
"`Access to nature_Local foods`",0.147963171937347,0.178517566575388
"Salmon_Salmon",0.146721008972781,0.149863093938097
"Flooding_Sediment",0.145965957635866,0.377513759951917
"Transportation_Flooding",0.145604608086841,0.135243138138974
"`Noise_Mental health`",0.145578463460698,0.212389681196548
"`Local jobs_Local jobs`",0.143547243113829,0.344560310506683
"`Green infrastructure_Noise`",0.14224500777007,0.213845665023373
"`Local foods_Local foods`",0.141953209763074,0.209032366911281
"`Source control_Toxics`",0.141685963992297,0.269228145391054
"Flooding_Salmon",0.136909591688836,0.301421677573395
"`Noise_Property value`",0.135418547951621,0.123948252452827
"Toxics_Toxics",0.133790125624354,0.26515030248283
"`Economic wellbeing_Mental health`",0.132449185649873,0.129917127715813
"Affordability_Affordability",0.12776594664517,0.18143331381423
"Salmon_Biodiversity",0.127658202413678,0.131303107099826
"`Water quality_Biodiversity`",0.120853748449119,0.111679431668002
"`Local foods_Social cohesion`",0.108003785177966,0.210580177566282
"`Gray infrastructure_Flooding`",0.103622291066687,0.328095663942485
"`Water quality_Local foods`",0.0944938413636787,0.227272754287193
"`Walkability_Property value`",0.0883667585659842,0.138951856482381
"`Physical health_Physical health`",0.0853844756619081,0.151335020284889
"`Walkability_Social cohesion`",0.0813040980228916,0.145099255965801
"`Property value_Property value`",0.0758098031571275,0.126826687372115
"Noise_Noise",0.0725066759809237,0.126884538717716
